country,source,name,website,location_city,clutch_rating,min_project_size_usd,employees,services,is_wp_specialist
US,clutch.co,,https://r.clutch.co/redirect?analyticsjs=true&category=Web+Developers&content_group=directory&debug_mode=false&event_category=visit_website&event_label=274143&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&is_sponsor=true&keyword=Web+Developers&link_type=sponsor&location_id=840&no_click=1&page_canonical_id=1006024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&page_number=0&page_type=directory&pid=274143&position=11&source=directory&trace_id=9cbd3eae09a61193&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Fwww.brandextract.com%2FContact%2F%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-web-developers,"Houston, TX",5.0,25000,25,[],False
US,clutch.co,,https://r.clutch.co/redirect?analyticsjs=true&category=Web+Developers&content_group=directory&debug_mode=false&event_category=visit_website&event_label=1215312&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&is_sponsor=true&keyword=Web+Developers&link_type=sponsor&location_id=840&no_click=1&page_canonical_id=1006024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&page_number=0&page_type=directory&pid=1215312&position=12&source=directory&trace_id=9cbd3eae09a61193&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Ftekglide.com%2Fcontact-us%2F%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-web-developers,"Darien, IL",4.8,10000,25,[],False
US,clutch.co,,https://r.clutch.co/redirect?analyticsjs=true&category=Web+Developers&content_group=directory&debug_mode=false&event_category=visit_website&event_label=220874&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&is_sponsor=true&keyword=Web+Developers&link_type=sponsor&location_id=840&no_click=1&page_canonical_id=1006024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&page_number=0&page_type=directory&pid=220874&position=13&source=directory&trace_id=9cbd3eae09a61193&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Fthebrickfactory.com%2F%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-web-developers,"Washington, DC",4.9,10000,25,[],False
US,clutch.co,,https://r.clutch.co/redirect?analyticsjs=true&category=Web+Developers&content_group=directory&debug_mode=false&event_category=visit_website&event_label=31872&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&is_sponsor=true&keyword=Web+Developers&link_type=sponsor&location_id=840&no_click=1&page_canonical_id=1006024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&page_number=0&page_type=directory&pid=31872&position=14&source=directory&trace_id=9cbd3eae09a61193&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Feltexsoft.com%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-web-developers,"Burbank, CA",5.0,10000,25,[],False
US,clutch.co,,https://r.clutch.co/redirect?analyticsjs=true&category=Web+Developers&content_group=directory&debug_mode=false&event_category=visit_website&event_label=844534&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&is_sponsor=true&keyword=Web+Developers&link_type=sponsor&location_id=840&no_click=1&page_canonical_id=1006024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&page_number=0&page_type=directory&pid=844534&position=15&source=directory&trace_id=9cbd3eae09a61193&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Fwww.lunarbyte.io%2F%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-web-developers,"Seattle, WA",5.0,25000,25,[],False
US,clutch.co,,https://r.clutch.co/redirect?analyticsjs=true&category=Web+Developers&content_group=directory&debug_mode=false&event_category=visit_website&event_label=423474&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&is_sponsor=true&keyword=Web+Developers&link_type=sponsor&location_id=840&no_click=1&page_canonical_id=1006024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&page_number=0&page_type=directory&pid=423474&position=16&source=directory&trace_id=9cbd3eae09a61193&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Fsuscosolutions.com%2Fclutch-co%2F%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,"Harvey, LA",4.9,50000,25,[],False
US,clutch.co,,https://r.clutch.co/redirect?analyticsjs=true&category=Web+Developers&content_group=directory&debug_mode=false&event_category=visit_website&event_label=921739&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&is_sponsor=true&keyword=Web+Developers&link_type=sponsor&location_id=840&no_click=1&page_canonical_id=1006024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&page_number=0&page_type=directory&pid=921739&position=17&source=directory&trace_id=9cbd3eae09a61193&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Fwww.wolfwhale.com%2F%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-web-developers,"Brooklyn, NY",5.0,25000,25,[],False
US,clutch.co,,https://r.clutch.co/redirect?analyticsjs=true&category=Web+Developers&content_group=directory&debug_mode=false&event_category=visit_website&event_label=1631678&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&is_sponsor=true&keyword=Web+Developers&link_type=sponsor&location_id=840&no_click=1&page_canonical_id=1006024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&page_number=0&page_type=directory&pid=1631678&position=18&source=directory&trace_id=9cbd3eae09a61193&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Fsolwey.com%2F%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-web-developers,"Austin, TX",5.0,10000,25,[],False
US,clutch.co,Coherent Solutions,https://r.clutch.co/redirect?analyticsjs=true&category=Web+Developers&content_group=directory&debug_mode=false&event_category=visit_website&event_label=82449&featured_listing_id=2&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&is_sponsor=true&keyword=Web+Developers&link_type=featured&location_id=840&no_click=1&page_canonical_id=1006024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&page_number=0&page_type=directory&pid=82449&position=1&source=directory&trace_id=9cbd3eae09a61193&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Fppc.clutch.co%2Fppc%2Fclick%2F%3Fs%3DeyJkZWNpc2lvbl9pZCI6IjA2YzE4NjA2LWZlNjYtNGRiZi04YTRmLWYyNDIzYWQ1MjM4YyIsImltcHJlc3Npb25faWQiOiIyMDdmMWY4Mi00OTQwLTQyOWMtOTRmOS0xN2JjYjhmYTVlM2IiLCJwcm92aWRlcl9pZCI6ODI0NDksImZlYXR1cmVkX2xpc3RpbmdfaWQiOjIsImZlYXR1cmVkX3Bvc2l0aW9uX2lkIjozNDgyODIsInBvc2l0aW9uIjoxLCJpc19zcG90bGlnaHQiOmZhbHNlfQ%3A1vpqY0%3AJORezvReH9yAL-QTcrJBY3qruIgoH_fuer5GJomBrso,Serves United States,4.7,50000,25,[],False
US,clutch.co,Proven,https://r.clutch.co/redirect?analyticsjs=true&category=Web+Developers&content_group=directory&debug_mode=false&event_category=visit_website&event_label=350580&featured_listing_id=2&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&is_sponsor=true&keyword=Web+Developers&link_type=featured&location_id=840&no_click=1&page_canonical_id=1006024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&page_number=0&page_type=directory&pid=350580&position=2&source=directory&trace_id=9cbd3eae09a61193&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Fppc.clutch.co%2Fppc%2Fclick%2F%3Fs%3DeyJkZWNpc2lvbl9pZCI6IjA2YzE4NjA2LWZlNjYtNGRiZi04YTRmLWYyNDIzYWQ1MjM4YyIsImltcHJlc3Npb25faWQiOiIyZTNiNDA2Zi0xMGM4LTQ1MTQtOGY1MS1hNmZlY2ZlYTQzZWQiLCJwcm92aWRlcl9pZCI6MzUwNTgwLCJmZWF0dXJlZF9saXN0aW5nX2lkIjoyLCJmZWF0dXJlZF9wb3NpdGlvbl9pZCI6MjM3OTU4LCJwb3NpdGlvbiI6MiwiaXNfc3BvdGxpZ2h0IjpmYWxzZX0%3A1vpqY0%3A4jOhM0zgQQYAg_qSVRC_MEV1PWPNTQ0WQmgiPufXbYw,Serves United States,4.9,25000,25,[],False
US,clutch.co,Storm Brain,https://r.clutch.co/redirect?analyticsjs=true&category=Web+Developers&content_group=directory&debug_mode=false&event_category=visit_website&event_label=144352&featured_listing_id=2&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&is_sponsor=true&keyword=Web+Developers&link_type=featured&location_id=840&no_click=1&page_canonical_id=1006024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&page_number=0&page_type=directory&pid=144352&position=3&source=directory&trace_id=9cbd3eae09a61193&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Fppc.clutch.co%2Fppc%2Fclick%2F%3Fs%3DeyJkZWNpc2lvbl9pZCI6IjA2YzE4NjA2LWZlNjYtNGRiZi04YTRmLWYyNDIzYWQ1MjM4YyIsImltcHJlc3Npb25faWQiOiIxZmY1ZDIyMi1hOTFmLTQ3YjYtYTM0Yy00ZjEyMDIzNmEwNGQiLCJwcm92aWRlcl9pZCI6MTQ0MzUyLCJmZWF0dXJlZF9saXN0aW5nX2lkIjoyLCJmZWF0dXJlZF9wb3NpdGlvbl9pZCI6MzAzNTk5LCJwb3NpdGlvbiI6MywiaXNfc3BvdGxpZ2h0IjpmYWxzZX0%3A1vpqY0%3AjhXBw5LSdmvmhkU7k85725SLnU5dtlVXHfEUuTnEZEU,Serves United States,5.0,10000,25,[],False
US,clutch.co,,https://r.clutch.co/redirect?analyticsjs=true&category=Web+Developers&content_group=directory&debug_mode=false&event_category=visit_website&event_label=29455&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&is_sponsor=false&keyword=Web+Developers&location_id=840&no_click=1&page_canonical_id=1006024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&page_number=0&page_type=directory&pid=29455&position=19&source=directory&trace_id=9cbd3eae09a61193&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Fwww.cleveroad.com%2Foffer%2F%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-web-developers,"New York, NY",4.9,10000,25,[],False
US,clutch.co,,https://r.clutch.co/redirect?analyticsjs=true&category=Web+Developers&content_group=directory&debug_mode=false&event_category=visit_website&event_label=40866&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&is_sponsor=false&keyword=Web+Developers&location_id=840&no_click=1&page_canonical_id=1006024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&page_number=0&page_type=directory&pid=40866&position=20&source=directory&trace_id=9cbd3eae09a61193&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Fwww.bairesdev.com%2Flp%2Fc%2Fsoftware-development%2F%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,"San Francisco, CA",4.9,50000,25,[],False
US,clutch.co,Geniusee,https://r.clutch.co/redirect?analyticsjs=true&category=Web+Developers&content_group=directory&debug_mode=false&event_category=visit_website&event_label=153991&featured_listing_id=2&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&is_sponsor=true&keyword=Web+Developers&link_type=featured&location_id=840&no_click=1&page_canonical_id=1006024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&page_number=0&page_type=directory&pid=153991&position=4&source=directory&trace_id=9cbd3eae09a61193&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Fppc.clutch.co%2Fppc%2Fclick%2F%3Fs%3DeyJkZWNpc2lvbl9pZCI6IjA2YzE4NjA2LWZlNjYtNGRiZi04YTRmLWYyNDIzYWQ1MjM4YyIsImltcHJlc3Npb25faWQiOiI2MGNhODc1MC01NjhlLTQyZmMtOTA4Mi1kNWRlMmJhMzhlZDciLCJwcm92aWRlcl9pZCI6MTUzOTkxLCJmZWF0dXJlZF9saXN0aW5nX2lkIjoyLCJmZWF0dXJlZF9wb3NpdGlvbl9pZCI6Mjg5NjUxLCJwb3NpdGlvbiI6NCwiaXNfc3BvdGxpZ2h0IjpmYWxzZX0%3A1vpqY0%3AGpnKZUG7tVFUPQLezm_Rhf7T7E2kGRCSu1BjD9jYf8w,Serves United States,5.0,50000,25,[],False
US,clutch.co,DRUM'N'CODE,https://r.clutch.co/redirect?analyticsjs=true&category=Web+Developers&content_group=directory&debug_mode=false&event_category=visit_website&event_label=1154358&featured_listing_id=2&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&is_sponsor=true&keyword=Web+Developers&link_type=featured&location_id=840&no_click=1&page_canonical_id=1006024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&page_number=0&page_type=directory&pid=1154358&position=5&source=directory&trace_id=9cbd3eae09a61193&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Fppc.clutch.co%2Fppc%2Fclick%2F%3Fs%3DeyJkZWNpc2lvbl9pZCI6IjA2YzE4NjA2LWZlNjYtNGRiZi04YTRmLWYyNDIzYWQ1MjM4YyIsImltcHJlc3Npb25faWQiOiI4MmNmYTc1OS03NjJlLTRkZDktYWQ5OC0zYjM3OGNhYzk4MDkiLCJwcm92aWRlcl9pZCI6MTE1NDM1OCwiZmVhdHVyZWRfbGlzdGluZ19pZCI6MiwiZmVhdHVyZWRfcG9zaXRpb25faWQiOjI1OTc1OCwicG9zaXRpb24iOjUsImlzX3Nwb3RsaWdodCI6ZmFsc2V9%3A1vpqY0%3AF1ZwuYvoUon-dGv5_KOcG--O4qDXelmDyM5yuN6atWY,Serves United States,5.0,1000,25,[],False
US,clutch.co,Appunite,https://r.clutch.co/redirect?analyticsjs=true&category=Web+Developers&content_group=directory&debug_mode=false&event_category=visit_website&event_label=33218&featured_listing_id=2&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&is_sponsor=true&keyword=Web+Developers&link_type=featured&location_id=840&no_click=1&page_canonical_id=1006024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&page_number=0&page_type=directory&pid=33218&position=6&source=directory&trace_id=9cbd3eae09a61193&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Fppc.clutch.co%2Fppc%2Fclick%2F%3Fs%3DeyJkZWNpc2lvbl9pZCI6IjA2YzE4NjA2LWZlNjYtNGRiZi04YTRmLWYyNDIzYWQ1MjM4YyIsImltcHJlc3Npb25faWQiOiIzOWRmZDZmOS1iODcxLTQ1OTUtOGJmMy05MTAyMTA1NDhlODUiLCJwcm92aWRlcl9pZCI6MzMyMTgsImZlYXR1cmVkX2xpc3RpbmdfaWQiOjIsImZlYXR1cmVkX3Bvc2l0aW9uX2lkIjoyMzc2MzYsInBvc2l0aW9uIjo2LCJpc19zcG90bGlnaHQiOmZhbHNlfQ%3A1vpqY0%3Aa85dvAGdnMV7AvC_lLtPU5ien5l3wTb4rBKZGHBZIYI,Serves United States,4.9,10000,25,[],False
US,clutch.co,,https://r.clutch.co/redirect?analyticsjs=true&category=Web+Developers&content_group=directory&debug_mode=false&event_category=visit_website&event_label=24796&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&is_sponsor=false&keyword=Web+Developers&location_id=840&no_click=1&page_canonical_id=1006024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&page_number=0&page_type=directory&pid=24796&position=21&source=directory&trace_id=9cbd3eae09a61193&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Furbaninsight.com%2F%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-web-developers,"Los Angeles, CA",5.0,50000,25,[],False
US,clutch.co,,https://r.clutch.co/redirect?analyticsjs=true&category=Web+Developers&content_group=directory&debug_mode=false&event_category=visit_website&event_label=23730&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&is_sponsor=false&keyword=Web+Developers&location_id=840&no_click=1&page_canonical_id=1006024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&page_number=0&page_type=directory&pid=23730&position=22&source=directory&trace_id=9cbd3eae09a61193&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Fwww.loungelizard.com%2F%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,"Austin, TX",4.8,25000,25,[],False
US,clutch.co,,https://r.clutch.co/redirect?analyticsjs=true&category=Web+Developers&content_group=directory&debug_mode=false&event_category=visit_website&event_label=1417191&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&is_sponsor=false&keyword=Web+Developers&location_id=840&no_click=1&page_canonical_id=1006024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&page_number=0&page_type=directory&pid=1417191&position=23&source=directory&trace_id=9cbd3eae09a61193&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Fwww.socialdriver.com%2Flanding-pages%2Fcapabilities-services%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,"Bellingham, WA",4.9,25000,25,[],False
US,clutch.co,,https://r.clutch.co/redirect?analyticsjs=true&category=Web+Developers&content_group=directory&debug_mode=false&event_category=visit_website&event_label=1691157&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&is_sponsor=false&keyword=Web+Developers&location_id=840&no_click=1&page_canonical_id=1006024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&page_number=0&page_type=directory&pid=1691157&position=24&source=directory&trace_id=9cbd3eae09a61193&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Ffivejars.com%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-web-developers,"Arlington, VA",4.9,10000,25,[],False
US,clutch.co,,https://r.clutch.co/redirect?analyticsjs=true&category=Web+Developers&content_group=directory&debug_mode=false&event_category=visit_website&event_label=22100&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&is_sponsor=false&keyword=Web+Developers&location_id=840&no_click=1&page_canonical_id=1006024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&page_number=0&page_type=directory&pid=22100&position=25&source=directory&trace_id=9cbd3eae09a61193&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Fhuemor.rocks%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Dus-web-developers,"Pittsburgh, PA",4.8,25000,25,[],False
US,clutch.co,TKX Media,https://r.clutch.co/redirect?analyticsjs=true&category=Web+Developers&content_group=directory&debug_mode=false&event_category=visit_website&event_label=2531194&featured_listing_id=2&from_page=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&is_sponsor=true&keyword=Web+Developers&link_type=featured&location_id=840&no_click=1&page_canonical_id=1006024700000&page_location=https%3A%2F%2Fclutch.co%2Fus%2Fweb-developers&page_number=0&page_type=directory&pid=2531194&position=7&source=directory&trace_id=9cbd3eae09a61193&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Fppc.clutch.co%2Fppc%2Fclick%2F%3Fs%3DeyJkZWNpc2lvbl9pZCI6IjA2YzE4NjA2LWZlNjYtNGRiZi04YTRmLWYyNDIzYWQ1MjM4YyIsImltcHJlc3Npb25faWQiOiJlMzMxMmNjNC1kZmU3LTRlMWMtOGEyYy1mZThmMWY1ZWQ5ZjkiLCJwcm92aWRlcl9pZCI6MjUzMTE5NCwiZmVhdHVyZWRfbGlzdGluZ19pZCI6MiwiZmVhdHVyZWRfcG9zaXRpb25faWQiOjM1MTI2MSwicG9zaXRpb24iOjcsImlzX3Nwb3RsaWdodCI6ZmFsc2V9%3A1vpqY0%3ArdhevyYztkklUpuYXZp_wNrxXkW8z-vhqo6HqRn0leU,Serves United States,5.0,5000,25,[],False
